name, version, created, downloads
kms_encrypted, 1.4.0, 2022-01-11, 169241
kms_encrypted, 1.3.0, 2021-10-10, 20230
kms_encrypted, 1.2.4, 2021-06-20, 30226
kms_encrypted, 1.2.3, 2021-06-02, 57690
kms_encrypted, 1.2.2, 2021-05-17, 8584
kms_encrypted, 1.2.1, 2020-09-28, 66976
kms_encrypted, 1.2.0, 2020-08-19, 34469
kms_encrypted, 1.1.1, 2020-04-16, 261728
kms_encrypted, 1.1.0, 2019-07-09, 51026
kms_encrypted, 1.0.1, 2019-01-21, 22364
kms_encrypted, 1.0.0, 2018-12-17, 1442
kms_encrypted, 0.3.0, 2018-11-11, 3767
kms_encrypted, 0.2.0, 2018-02-23, 42595
kms_encrypted, 0.1.4, 2017-12-04, 45244
kms_encrypted, 0.1.3, 2017-12-02, 1443
kms_encrypted, 0.1.2, 2017-09-26, 1558
kms_encrypted, 0.1.1, 2017-09-24, 1489
kms_encrypted, 0.1.0, 2017-09-24, 1459
