name, version, created, downloads
reversed, 0.4.2, 2023-01-11, 692
reversed, 0.4.1, 2022-12-28, 180
reversed, 0.4.0, 2022-06-12, 2300
reversed, 0.3.0, 2019-10-28, 11739
reversed, 0.2.1, 2017-05-09, 3282
reversed, 0.2.0, 2017-01-09, 1622
reversed, 0.1.1, 2016-11-15, 1593
reversed, 0.1.0, 2016-11-15, 1488
